Origine: nom UO;Bassin de collecte;Acteur: nom UO;Type de transaction;Sous type de transaction;Contenant;Prix de base;Indice;Date prix de base;Date de début;Date de fin
;Mont-de-Marsan;TRSP - SUEZ RV PYRENEES - PLAISANCE DU TOUCH;Transport;Annulation tardive;Benne 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Salon-de-Provence;TRSP - NICOLLIN - BERRE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Istres - Martigues;TRSP - NICOLLIN - BERRE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Aix-en-Provence;TRSP - NICOLLIN - BERRE;Transport;Annulation tardive;Semi Tautliner;150 €;Pas de variation;01/01/2018;01/01/2018;
;Aix-en-Provence;TRSP - NICOLLIN - BERRE;Transport;Annulation tardive;FMA;150 €;Pas de variation;01/01/2018;01/01/2018;
;Aix-en-Provence;TRSP - NICOLLIN - BERRE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Vitré;TRSP - NETRA - SAINT GREGOIRE;Transport;Rotation;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Vitré;TRSP - NETRA - SAINT GREGOIRE;Transport;Retrait;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Vitré;TRSP - NETRA - SAINT GREGOIRE;Transport;Rotation;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Vitré;TRSP - NETRA - SAINT GREGOIRE;Transport;Retrait;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Vitré;TRSP - NETRA - SAINT GREGOIRE;Transport;Rotation;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Vitré;TRSP - NETRA - SAINT GREGOIRE;Transport;Retrait;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Redon;TRSP - NETRA - SAINT GREGOIRE;Transport;Depose;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Redon;TRSP - NETRA - SAINT GREGOIRE;Transport;Depose;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Redon;TRSP - NETRA - SAINT GREGOIRE;Transport;Depose;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Ploërmel;TRSP - NETRA - SAINT GREGOIRE;Transport;Depose;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Ploërmel;TRSP - NETRA - SAINT GREGOIRE;Transport;Depose;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Ploërmel;TRSP - NETRA - SAINT GREGOIRE;Transport;Depose;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Nogent-le-Rotrou;TRSP - NCI ENVIRONNEMENT - LE MANS;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Nogent-le-Rotrou;TRSP - NCI ENVIRONNEMENT - LE MANS;Transport;Depose;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Le Mans;TRSP - NCI ENVIRONNEMENT - LE MANS;Transport;Rotation;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Le Mans;TRSP - NCI ENVIRONNEMENT - LE MANS;Transport;Retrait;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Le Mans;TRSP - NCI ENVIRONNEMENT - LE MANS;Transport;Passage à vide;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Le Mans;TRSP - NCI ENVIRONNEMENT - LE MANS;Transport;Camion en débord;Camion grappin;150 €;Pas de variation;01/01/2018;01/01/2018;
;La Ferté-Bernard;TRSP - NCI ENVIRONNEMENT - LE MANS;Transport;Passage à vide;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Tarentaise;TRSP - NANTET - PETIT CŒUR;Transport;Depose;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Tarentaise;TRSP - NANTET - PETIT CŒUR;Transport;Depose;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Tarentaise;TRSP - NANTET - PETIT CŒUR;Transport;Depose;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Tarentaise;TRSP - NANTET - PETIT CŒUR;Transport;Depose;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Tarentaise;TRSP - NANTET - PETIT CŒUR;Transport;Depose;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Vallée de l'Arve;TRSP - NANTET - MARIGNIER;Transport;Intervention nuit-Benne;Tous;150 €;Collecte;01/01/2018;01/01/2018;
;Vierzon;TRSP - MEMPONTEL;Transport;Annulation tardive;bi-benne 30m3 (benne duo, camion remorque);150 €;Pas de variation;01/01/2018;01/01/2018;
;Bourges;TRSP - MEMPONTEL;Transport;Annulation tardive;Camion grappin;150 €;Pas de variation;01/01/2018;01/01/2018;
;Morlaix;TRSP - LES RECYCLEURS BRETONS - PLOUIGNEAU;Transport;Rotation;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Morlaix;TRSP - LES RECYCLEURS BRETONS - PLOUIGNEAU;Transport;Retrait;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Brest;TRSP - LES RECYCLEURS BRETONS - GUIPAVAS;Transport;Rotation;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Brest;TRSP - LES RECYCLEURS BRETONS - GUIPAVAS;Transport;Retrait;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Quimper;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Rotation;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Quimper;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Retrait;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Quimper;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Quimper;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Quimper;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Passage à vide;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Quimper;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Pontivy;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Rotation;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Pontivy;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Retrait;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Lorient;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Rotation;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Lorient;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Retrait;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Carhaix-Plouguer;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Rotation;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Carhaix-Plouguer;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Retrait;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Carhaix-Plouguer;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Carhaix-Plouguer;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Carhaix-Plouguer;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Passage à vide;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Carhaix-Plouguer;TRSP - LES RECYCLEURS BRETONS - CAUDAN;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Montauban;TRSP - FOURMENT ET FILS;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Montauban;TRSP - FOURMENT ET FILS;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Montauban;TRSP - FOURMENT ET FILS;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST _ PARIS / B;TRSP - DEMENAGEMENTS DELACQUIS;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST _ PARIS / B;TRSP - DEMENAGEMENTS DELACQUIS;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST_PARIS / A;TRSP - DEMENAGEMENTS DELACQUIS;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST_PARIS / A;TRSP - DEMENAGEMENTS DELACQUIS;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Longwy;TRSP - CITRAVAL - ROMBAS;Transport;Passage à vide;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Longwy;TRSP - CITRAVAL - ROMBAS;Transport;Passage à vide;Benne à Encombrants;150 €;Collecte;01/01/2018;01/01/2018;
;Bar-le-Duc;TRSP - CITRAVAL - ROMBAS;Transport;Passage à vide;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Versailles;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Versailles;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Annulation tardive;bi-benne 30m3 (benne duo, camion remorque);150 €;Pas de variation;01/01/2018;01/01/2018;
;Saint-Quentin-en-Yvelines;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Saint-Quentin-en-Yvelines;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Annulation tardive;bi-benne 30m3 (benne duo, camion remorque);150 €;Pas de variation;01/01/2018;01/01/2018;
;Saclay;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Saclay;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Rotation;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Saclay;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Retrait;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Rambouillet;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Évry;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Étampes;TRSP - CENTRE PARISIEN DE RECYCLAGE;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Rennes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;Semi Tautliner;150 €;Collecte;01/01/2018;01/01/2018;
;Rennes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;FMA;150 €;Collecte;01/01/2018;01/01/2018;
;Rennes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;Benne céréalière;150 €;Collecte;01/01/2018;01/01/2018;
;Fougères;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;Fougères;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Fougères;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Rotation;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Fougères;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Retrait;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Rotation;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Retrait;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Rotation;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Retrait;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Rotation;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Retrait;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Rotation;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Dinan;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - VERN SUR SEICHE;Transport;Retrait;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Saint-Nazaire;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT NAZAIRE;Transport;Passage à vide;Semi Tautliner;150 €;Collecte;01/01/2018;01/01/2018;
;Saint-Nazaire;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT NAZAIRE;Transport;Rotation;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Saint-Nazaire;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT NAZAIRE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Saint-Nazaire;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT NAZAIRE;Transport;Passage à vide;Benne céréalière;150 €;Collecte;01/01/2018;01/01/2018;
;Libourne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Semi Tautliner;150 €;Collecte;01/01/2018;01/01/2018;
;Libourne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;FMA;150 €;Collecte;01/01/2018;01/01/2018;
;Libourne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;Libourne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Libourne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Benne céréalière;150 €;Collecte;01/01/2018;01/01/2018;
;La Teste-de-Buch;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Bordeaux;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Semi Tautliner;150 €;Collecte;01/01/2018;01/01/2018;
;Bordeaux;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;Bordeaux;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Bordeaux;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - SAINT EULALIE;Transport;Passage à vide;Benne céréalière;150 €;Collecte;01/01/2018;01/01/2018;
;Nantes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - REZE;Transport;Passage à vide;Semi Tautliner;150 €;Collecte;01/01/2018;01/01/2018;
;Nantes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - REZE;Transport;Passage à vide;FMA;150 €;Collecte;01/01/2018;01/01/2018;
;Nantes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - REZE;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Nantes;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - REZE;Transport;Passage à vide;Benne céréalière;150 €;Collecte;01/01/2018;01/01/2018;
;Saumur;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - MONTILLIERS;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;Saumur;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - MONTILLIERS;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Les Herbiers;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - LES HERBIERS;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Les Sables-d'Olonne;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - BELLEVIGNY;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;La Roche-sur-Yon;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - BELLEVIGNY;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;La Roche-sur-Yon;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - BELLEVIGNY;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Challans;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - BELLEVIGNY;Transport;Passage à vide;Camion hayon 50m3;150 €;Collecte;01/01/2018;01/01/2018;
;Challans;TRSP - BRANGEON TRANSPORTS ET LOGISTIQUE - BELLEVIGNY;Transport;Passage à vide;Camion hayon 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Intervention nuit-Benne;Tous;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Châtillon-sur-Seine;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Intervention nuit-Benne;Tous;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Rotation;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Chalon-sur-Saône;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Retrait;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Autun;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Depose;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Autun;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Depose;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Autun;TRSP - BOURGOGNE RECYCLAGE - LONGVIC;Transport;Depose;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST_HORS PARIS;TRSP - BLB;Transport;Annulation tardive;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;PARIS NORD OUEST_HORS PARIS;TRSP - BLB;Transport;Depose;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST_HORS PARIS;TRSP - BLB;Transport;Depose;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST_HORS PARIS;TRSP - BLB;Transport;Depose;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST_HORS PARIS;TRSP - BLB;Transport;Depose;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;PARIS NORD OUEST_HORS PARIS;TRSP - BLB;Transport;Depose;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Châteaubriant;TRSP - BARBAZANGES TRI OUEST;Transport;Rotation;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Châteaubriant;TRSP - BARBAZANGES TRI OUEST;Transport;Retrait;Camion grappin;150 €;Collecte;01/01/2018;01/01/2018;
;Châteaubriant;TRSP - BARBAZANGES TRI OUEST;Transport;Rotation;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Châteaubriant;TRSP - BARBAZANGES TRI OUEST;Transport;Retrait;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Meaux;TRSP - AUBINE - MEAUX;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Coulommiers;TRSP - AUBINE - MEAUX;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Provins;TRSP - AUBINE - DAMMARIE LES LYS;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Nemours;TRSP - AUBINE - DAMMARIE LES LYS;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Montereau-Fault-Yonne;TRSP - AUBINE - DAMMARIE LES LYS;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Melun;TRSP - AUBINE - DAMMARIE LES LYS;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Vienne - Roussillon;TRSP - ARC EN CIEL RECYCLAGE;Transport;Intervention samedi-Camion Hayon;Tous;150 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Depose;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Depose;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Depose;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Annonay;TRSP - ARC EN CIEL RECYCLAGE;Transport;Depose;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
;Bernay;TRSP - VEOLIA - LISIEUX;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Camion en débord;Camion hayon 50m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Camion en débord;Camion hayon 30m3;150 €;Pas de variation;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Camion en débord;Camion grappin;150 €;Pas de variation;01/01/2018;01/01/2018;
;Berck - Montreuil;TRSP - VEOLIA - LE TOUQUET;Transport;Camion en débord;Benne à Encombrants;150 €;Pas de variation;01/01/2018;01/01/2018;
;Thiérache;TRSP - VEOLIA Eppeville;Transport;Depose;bi-benne 30m3 (benne duo, camion remorque);150 €;Collecte;01/01/2018;01/01/2018;
;Laon;TRSP - VEOLIA Eppeville;Transport;Depose;Benne 35m3;150 €;Collecte;01/01/2018;01/01/2018;
;Laon;TRSP - VEOLIA Eppeville;Transport;Depose;Benne 30m3 UO;150 €;Collecte;01/01/2018;01/01/2018;
;Laon;TRSP - VEOLIA Eppeville;Transport;Depose;Benne 30m3 fermée;150 €;Collecte;01/01/2018;01/01/2018;
;Laon;TRSP - VEOLIA Eppeville;Transport;Depose;Benne 30m3;150 €;Collecte;01/01/2018;01/01/2018;
;Laon;TRSP - VEOLIA Eppeville;Transport;Depose;Benne 20m3;150 €;Collecte;01/01/2018;01/01/2018;
